"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"11","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","Jos SR","Reviewed in Saudi Arabia on May 24, 2024","","working well",5,NA
"12","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","stuart shaw",NA,"Basic use, 4 GB ram is not enough, makes a good Linux VPN share laptop.","👍🏻The device is great",5,NA
"13","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","maha",NA,"Great for the home user",NA,5,NA
"14","Laptop","ASUS Chromebook CX1, 14 FHD","D. Blair","Reviewed in the United States on February 13, 2023","","I got the 15 inch, i needed this mostly for a good laptop, long battery life, USB C Charging, and price. I looked at several ""higher"" contenders, but for the 8g RAM, 64gb HD plus SD Card slot, battery life, size, and quality, you're not going to find a better sub- $300 chromebook. All others that compare are closer to $600-1000.Battery life isn't quite 11 hours with the most recent updates, more like 6-8. I use this primarily for online EHR for the facility I work for, and it's great. While some may not like the screen with more advanced (read as >$750 models), it is also a little blah appearing screen BECAUSE of the anti-glare. This means I can chart and do notes outside without sacrificing efficiency. Overall, the only ""missing"" thing is a touch screen. My main laptop is a Surface Pro 7, so I'm not really missing this. This is a fantastic true ""lap"" top.Unlike others, I have used other Chromebooks. This is superior for the PRICE.",5,NA
"15","Laptop","ASUS Chromebook CX1, 14 FHD","Ginny","Reviewed in the United States on July 24, 2023","","i bought this in feb. and it stopped working in june. (guarantee  up April ) i get a message to put in a recovery stick. there is no recovery stick with it so you have to make your own. first you need a computer with microsoft on it. if i had that i wouldn't have needed to buy a chromebook. what a waste. it is cheaper to buy a new one than repair at computer store. won't buy asus again though. BTW, i am typing this on my old (very old) acer c720 which works great, just cannot be up graded to work with my bank.",5,NA
"16","Laptop","ASUS Chromebook CX1, 14 FHD","Erin Blair S","Reviewed in the United States on August 11, 2022","BEST Bang for buck for Chromebook","I love my new laptop, but the colors displayed on screen are just ok...not very vibrant, average for my own use, and can be fixed a bit tilting the screen at a better angle. I was online shopping and some of the clothing looked very light and images were not very saturated...I wouldn't recommend this for anyone using this laptop for design etc. Good for basic home use, work use, student use.  Beautiful background themes to choose from, excellent Google product use, and I easily installed a wireless bluetooth mouse. The screen is nice and large, especially at this price point of around $200. I bought this on Prime Day and I'm happy with my purchase. I can run Google with many tabs open without any problem. I do wish the speakers were a bit better. I listen to music on my phone or Alexa instead because the speakers are small and located in an odd place....right on the front outer rim of the laptop on either side of where it opens. I used it to watch a movie on my bed and had the volume at max and still had a little trouble hearing everything. The bedding also sometimes blocked the speakers because of their location. Basic volume on regular Zoom meetings, YouTube etc. would be fine. I recommend this laptop for normal basic use...it works fast, beautifully designed and has lots of ports which is very convenient. Another thing I wanted to mention is that it wouldn't turn on at first even after charging for hours. I had googled many troubleshooting ideas and nothing seemed to work. Finally after cursing it and almost giving up, it magically made a ""bling"" sound and came on. Make sure to charge it from a wall outlet; not an extension cord or power strip. I think it was still in shipping mode, so I had to google what keys to hold down to make it boot up for the first time. There are just those few things, otherwise I love the laptop for my needs, and would recommend Asus products. Touchpad is very quick and responsive. It is not a touch screen monitor...I'm thinking people are confusing touch screen with touch pad. Keyboard is comfortable and battery has been long-running.",4,NA
"17","Laptop","ASUS Chromebook CX1, 14 FHD","Kathryn Weldon","Reviewed in the United States on March 7, 2024","","Light, and compact. Would buy this again",5,NA
"18","Laptop","ASUS Chromebook CX1, 14 FHD","Christopher P.","Reviewed in the United States on October 20, 2024","","Bluetooth does not pair with Logitech mouse. No Touchscreen to enable, does not work. Nothing mentioned on site. Only Touchpad is operable, no good for Excel. Very displeased with his model. Only able to use Touchpad not mouse. Difficult to use.",1,NA
"19","Laptop","ASUS Chromebook CX1, 14 FHD","franny12","Reviewed in the United States on May 2, 2024","won't turn on","We used this device for YouTube, google docs, kids’ school and email. It did what we needed it to for a great price. It came with a junky charging cord that needed to be replaced right away, but that was still under warranty. I purchased it in July ‘22 and now March ‘24 it died. It was inconvenient to wait for a new charging cord and 2 different batteries as I tried to trouble shoot it. Nothing has worked to power it on, and I am not paying asus to fix it as their warranty was less than a year.",3,NA
"20","Laptop","ASUS Chromebook CX1, 14 FHD","John W. Beyer","Reviewed in the United States on April 23, 2024","","Asus makes superior products. Very high quality laptop.",5,NA
"21","Laptop","ASUS Chromebook CX1, 14 FHD","EDZ COLLECTIONS","Reviewed in the United States on August 4, 2023","","It took me a few minutes to get used to it because it has a different material then my HP Chromebook. It's also big which is what I wanted. The keyboard is carpal tunnel friendly you have plenty of room to rest your hands when you use the home keys and type. Good chromebook",5,NA
"22","Laptop","ASUS Chromebook CX1, 14 FHD","EDZ COLLECTIONS","Reviewed in Singapore on April 2, 2023","Large display, but Color and Speakers just ok","like it, less updates, but too big too heavy. less apps. overall is good.",5,NA
"23","Laptop","ASUS Chromebook CX1, 14 FHD","leslie k.",NA,"",NA,4,NA
"24","Laptop","Amazon Fire 7 tablet (newest model) 7","Juilianna","Reviewed in the United States on October 24, 2022","","OK.  we know it's not a high end, super expensive, gadget.It's cheap.It is NOT stereo soundIt works.Setup was a breeze.The ""denim"" color, made this old hippie smile, but am getting a composition book style case to hide it...Test ran videos...at 70% charge and it lasted 8ish hours.  4 hours to recharge.It will keep you amused in the doctor's' office, or in the garage waiting for your tires to be rotated.I bought this solely because I wanted to see how the Fire 7 compares to my BELOVED HDX7 of years gone by.  No comparison.  The HDX 7 was the VERY BEST of the whole shebang, and I still own and use (blush) several of them.  Stereo sound still is excellent, picture, etc....please bring it back.  sigh....This little baby will, however, be thrown in my purse for the little annoyances of life stated above.  Much prefer to lose this, than the iPhone or iPad.  My books, access to my music, news, videos and the time will fly.  I sprung for the 32 gig..and can't see a reason to expand.  And when I leave it laying ...no huge loss.Best thing about it...size.  It fits my small hands, it fits in purse, or jeans/cargo pants/jacket pocket. The library...worth its weight in gold.  I have a lot of cookbooks, gardening books.  They just don't look as good in the grey format of the Paperwhite , and this is another reason I'm keeping this little rhinestone.I recommend for a handy, cost effective diversion..and plan on using it a lot.  I think a child...especially one who likes to read...not so much gaming...could use this.11/20/22sooo...a little update.I use this almost daily, because of weight and size.  I LOVE the ease with reading, much better as far as I am concerned than the Paperwhite (yeah...I own SEVERAL gadgets) color screen, play a little soft music or rain in background, etc)  I've read almost every day!!!  I LOVE ITThe lack of 2 speaker stereo bugged me a lot.  Sooo...i grabbed a set of earphones..and BOB's YOUR UNCLE.  I can listen to CCR, and play some solitaire, read the Post or Times...watch my tv shows, etc and the stereo sound comes in very well.Flying out for the holiday on Tuesday.  This will be in my hand or purse during the grueling 7 hr flight, stop overs.  And if something happens....its a damned cheap, but VERY serviceable source of entertainment.your gift to yourself.  I think you will be more pleased than you think.  Happy Holiday's Folks!!",5,NA
"25","Laptop","Amazon Fire 7 tablet (newest model) 7","Careful_User","Reviewed in the United States on August 23, 2023","","So I only just got this and thought I'd share my initial review and hopefully answer questions that others might have that has been difficult to find answers for.Size differencesAs most have already seen, this version is different from the previous in shape and size, yes it is slightly smaller. For most users who had the previous version, the kicker is that your covers and cases etc. are no longer compatible.Also the Charger uses USB-C plug also which is different from the previous versions.In terms of performanceThis is night and day in comparison to the older versions.  The older version was slick when it first came out but like most people know, the FireOS is basically Android and as more and more updates have been applied, the older version is now running really slow. So basically this new version hardware was tailored for the today's version of android thus it runs very fast and very slick, this is a very crucial issue.NO YOUTUBE KIDS APPThe biggest issue anyone will encounter and is well known about is that this does not have the Google Play Store or accompanying services. That means that IT DOES NOT HAVE THE NATIVE YOUTUBE KIDS APP.There are many people on here that simply either don't understand what a native app is or simply confuse it with the main Youtube. I myself had multiple answers that failed to answer this basic question with multiple contradictory answers or reviews that failed to  understand the question.Amazon FIRE tablets DO NOT HAVE YOUTUBE KIDS Apps. Amazon has their own Youtube.com app which it seems they created as the developer email address for that app is an amazon.com email address. When you click YOUTUBE KIDS link in that app it jumps to the browser and opens in the browser which is a terrible experience. It is strange given that on the fire TV, the YouTube app allows you to switch to kids profiles, if only Amazon would do that for their tablet youtube app. But until then What you have are 3rd party apps built by you know who on the AppStore that plays youtube. They are not native apps, nor do they support most of the functionality as is. They are not written by Youtube, Google or Amazon either, so if you want to give those apps your google login which is used for Youtube Kids then you do so at your own risk.YES YOU CAN INSTALL YOUTUBE KIDS NATIVE APP, BUT YOU HAVE TO DO IT YOURSELF.I don't know why nor will I try to even get into this very very old topic of not having youtube kids, but the GOOD news is that it is very simple and easy to get Youtube kids native apps on this 12th gen version. You don't need to be a modder or anything intense. But a simple web search will tell you how to do this. Just know that you will have to install 4 different google apps/services first to get the Play Store. This is even easier as you simply open the browser, download each of them from the website and Click to install. DONE AND DUSTED.  Once you have the Play Store you can easily install any of the native youtube Kids apps or even the original Youtube app from google and even login to your tablet with your gmail account. I was able to do this in 30 minutes.With YouTube Kids installed. I am now able to give this 10 Stars.This is basically very decent hardware and latest OS for $60.You cannot go wrong with this as a kids tablet especially with the ability from Amazon to quickly lock this down.Touch Screen is extremely responsiveI have struggled to find a decent priced kids tablet that is responsive enough to use the ANTON app without lag. This is the fastest tablet I have seen at this price point. For those that haven't used ANTON, it is by far the best app for teaching your kids. It has school derived lessons, I would recommend every parent should download ANTON. But it's writing lessons, needs a screen that is responsive and a fairly decent tablet. This tablet passes the ANTON test with a gold star.Sound is clear with some bass. It doesn't sound like a tin can.Sound quality is very loud and clear. Trust me, if you've been through the dozen kids tablets I have, you will be surprised how much of a let down it would be when you have poor sound. Kids need to hear clearly and this does it without issues.The Amazon AppStore itself is actually pretty good. All the apps we had on our old android tablet were available except for Youtube Kids. I'd imagine there are many more that are not available but most of the decent kids ones are on there including ANTON, ABC Kids etcI would think that since the FireTV Youtube app allows kids profiles, that Amazon would at some point do the same with their own tablet Youtube app.As it is right now this table is almost perfect especially once I was able to manually install play store and youtube kids easily. I'm ordering a second one.",5,NA
