"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"11","Bicycle","JOYSTAR Girls Bike for Toddlers and Kids Age 3-10 Years","Belinda Pack","Reviewed in Mexico on November 17, 2020","","Came with a flat tire, other than that was a good purchase",2,NA
"12","Bicycle","JOYSTAR Girls Bike for Toddlers and Kids Age 3-10 Years","Iovana","Reviewed in Mexico on January 8, 2021","Worth the money!","Mi hija de 3 años la amo! Le costo un poco un poco al principio el sistema de frenado pero una vez que le entendio se ha divertido mucho.",5,NA
"13","Bicycle","JOYSTAR Girls Bike for Toddlers and Kids Age 3-10 Years","Memo","Reviewed in Canada on May 31, 2020","5.0 out of 5 stars","",5,NA
"14","Bicycle","JOYSTAR Girls Bike for Toddlers and Kids Age 3-10 Years","Memo",NA,"","Excelente calidad lo recomiendo al 100%",5,NA
"15","Bicycle","JOYSTAR Girls Bike for Toddlers and Kids Age 3-10 Years","Neal Pedder",NA,"Daughter loves it","",5,NA
"16","Bicycle","HILAND 26 27.5 Inch Mountain Bike","Customer Review","Reviewed in the United States on November 5, 2024","5.0 out of 5 stars","This bike arrived well protected and had absolutely no shipping damage, which is impressive. Assembly was pretty straightforward, although the instructions provided no guidance as to how to get the front wheel past the brakes when installing it.  I removed one brake pad and then reinstalled it after passing the wheel through the brakes.  Everything else was a breeze, and everything fit together perfectly, with no missing or broken pieces.This bike is SOLID.  I am very impressed with the quality for this price.  The paint finish looks really nice.  The shifters are smooth and easy to operate.  The brakes do not require a lot of force to bring the bike to a quick stop.  I was not sure what to expect from this brand I had not heard of, but this really is a great bike.",5,NA
"17","Bicycle","HILAND 26 27.5 Inch Mountain Bike","Tuam Lis","Reviewed in the United States on November 14, 2024","","This is a really good bike. Smooth rolling and brakes good. It may not have top tier parts but it gets me from point A to B without issues. The tires are decent in wet condition with no issues on slipping. The frame is steel and no replaceable derailleur hanger. Overall, the front forks help absorb some bump for a smoother ride and shift gears good.",4,NA
"18","Bicycle","HILAND 26 27.5 Inch Mountain Bike","jph55","Reviewed in the United States on November 20, 2024","Really great mountain bike","Exploring trails has become a thrilling adventure with this sturdy mountain bike. The multiple speed options make tackling various terrains smooth and efficient. Its robust steel frame withstands rugged paths while providing a comfortable ride. The brakes respond promptly, enhancing safety during descents. Assembly was straightforward, and it's been a reliable companion on both casual rides and challenging excursions.",5,NA
"19","Bicycle","HILAND 26 27.5 Inch Mountain Bike","Essential Sailing Industries","Reviewed in the United States on October 30, 2024","4.0 out of 5 stars","The frame is surprisingly light for steel and it looks well constructed. It came more assembled than I excepted, easy to finish the assembly and get the rideable.  It's sort of a mountain bile but really a decent town cruiser.  It has cheap tires and could benefit by nicer tires, they are rated for 198lbs and 40 psi. The brakes work fine and were easy to adjust. I like the feel of it on the road.  I am using it as a fun little shop cruiser to run errands.",5,NA
"20","Bicycle","HILAND 26 27.5 Inch Mountain Bike","Essential Sailing Industries","Reviewed in the United States on November 12, 2024","","The reason this doesn't get 5 stars is because the gear selectors have low quality printing on them. I feel my way through the gears based on the resistance, so this is not a deal breaker, but detracts from the overall quality of the bike.The packaging is excellent, there is no movement of any of the parts, so no scratched paint.  It contains the tools and parts necessary for assembly and the assembly is straight forward.  They have included the nuts on the cross bar to add a water bottle or pump.Overall, it is easy to assemble and rides fairly well, but I believe the price is a bit high for the quality issues mentioned, so look for a good sale.",5,NA
"21","Bicycle","HILAND 26 27.5 Inch Mountain Bike","Rocky","Reviewed in the United States on October 28, 2024","Good bike","Easy to build. Sturdy and comfortable to ride. Definitely lube up the chain first",4,NA
"22","Bicycle","HILAND 26 27.5 Inch Mountain Bike","Rocky",NA,"5.0 out of 5 stars",NA,4,NA
"23","Bicycle","HILAND 26 27.5 Inch Mountain Bike","Cynthia K. Heft-Meacham",NA,"",NA,5,NA
"24","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","James","Reviewed in the United States on November 24, 2024","5.0 out of 5 stars","My daughter loves this bike. Originally I got the bike but the tire didn’t fit. I contacted customer service and they sent a new one out the same week. It’s a nice bike. Easy to put together and easy to handle.",5,NA
"25","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","ron","Reviewed in the United States on November 12, 2024","","We are just buying these bikes for a gift to the Christian Association for kids that are without.  this is a perfect for a four year old girl. Thank you.",5,NA
"26","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","ron","Reviewed in the United States on August 5, 2024","Bike Customer Service","I loved the color and size of the bike. It was easy to use and was on perfect condition. The stability was great. The only thing that need to improve is having a user friendly manual. I think the manual was complicated",5,NA
"27","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","Prakash Prasai","Reviewed in the United States on November 9, 2024","5.0 out of 5 stars","Good quality bike. Everything was easy to put together. Great value. Love this bike for my 4 year old niece. Very easy to ride.",5,NA
"28","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","Rachel","Reviewed in the United States on September 20, 2024","","The bike is very nice and my daughter absolutely loves it.  Didn’t take long to set up and my daughter put her favorite stuffed animal in the basket and took off. The 16” appears to be a good fit for her, she’s 6 years old on the small side, she’s 3’8. My only dig is that the bell was missing. Its enough to dock them a star in my mind, the box came to the house and it had been opened. Probably not their fault, maybe it fell out, maybe someone took it, who knows, daughter doesn’t even know it came with one but I’ll end up picking one up somewhere for her. Training wheels seem good, makes the bike very stable, happy with the purchase.",4,NA
"29","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","Rick","Reviewed in the United States on October 21, 2024","Beautiful bike","Birthday girl loved her fist bike ever, until a neighbor kid destroyed it. Now it’s out of use. Only rode it for few weeks",5,NA
"30","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","Bell","Reviewed in the United States on September 15, 2024","5.0 out of 5 stars","This product is pure crap. I assembled it following all instructions but the brakes dont work. The pedals too are very difficult to pedal. My 3yr old is unable to ride it. I took it to a bike repair shop to fix but this product is so cheaply made even the professionals cannot fix it. Camt return as the return window is closed. Also it comes with few missimg parts.",5,NA
"31","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","Krishna","Reviewed in the United States on July 6, 2024","","I am going to admit that I bought this for my granddaughter because of the way it looked.  I also read reviews and they were excellent.  And the manufacturer of the bike makes many different bikes, all with good reviews.  It was easy to assemble, except for adjusting the hand brake, and when assembled, it knocks your socks off.  The only other minor qualm I have about the bike is that even at their highest setting, the included training wheels are not high enough.  Our granddaughter is a very girly young lady and I'm sure she is going to love it when we give it to her on her birthday.  The included basket is perfect for her to take one of her dolls for a ride.",1,NA
"32","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","Bob G","Reviewed in Canada on October 24, 2024","Beautiful bike","Got this as a birthday gift for my granddaughter who loves her new bike.  Her grandpa put it together quite easily.",5,NA
"33","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","MarthaH","Reviewed in France on September 21, 2024","4.0 out of 5 stars","Pour une enfant de 115cm env.Grand vélo, parfait !(La clef fournie pour le montage est nulle cependant, prévoyez de quoi le monter)",5,NA
"34","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","CJ","Reviewed in Poland on April 30, 2024","","",5,NA
"35","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","CJ","Reviewed in Germany on April 29, 2024","Cute","Rowerek super.Instrukcja - brak polskiego.Szkoda tylko, że nie ma błotników i dzwonka.Poza tym wszystko jest ok. Solidnie wykonany.Pomimo tych niedogodności, polecam.",5,NA
"36","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","marsb","Reviewed in Belgium on April 5, 2024","5.0 out of 5 stars","",5,NA
"37","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","Martine Chanceline Matchouassi",NA,"","",2,NA
"38","Bicycle","JOYSTAR Angel Girls Bike for Toddlers and Kids Ages 2-13 Years Old","Jacquet jean-jacques",NA,"Nice bike for my 6 year old…","The media could not be loaded.",5,NA
"39","Bicycle","Hiland 20 Inch Kids Mountain Bike for Boys","MICHAEL LESTER","Reviewed in the United States on September 1, 2024","5.0 out of 5 stars","Arrived on time in new condition",5,NA
"40","Bicycle","Hiland 20 Inch Kids Mountain Bike for Boys","Dottie Rester","Reviewed in the United States on February 28, 2024","","I literally saved $80 on this for my son.  He is 4""11"" & 93#.  It had 3 scratches  on it( repaired with a gloss blk paint marker) &1 of the pedals needs to be tapped.  He & myself are very pleased.",5,NA
"41","Bicycle","Hiland 20 Inch Kids Mountain Bike for Boys","George C","Reviewed in the United States on June 25, 2020","QUALITY/CONDITION/CONTENT","This is the first ""Bike-in-a-Box"" that I have ever purchased (Hiland Redeem in Green). All of my bikes have always been purchased from a brick-and-mortar store. Due to COVID, this was my only choice to get my son his present. The item arrived with a hole in side of the box, and the front axle was poking out. Luckily, nothing was damaged. Everything else looked to be intact, and of course there were no instructions. Being the bike mechanic for all the kids in the neighborhood, I didn't need the directions. I agree with all of the other reviewers that this bike needs to be assembled and tuned up from top to bottom.Here is what I experienced: Some parts (stem, wheels, chain) were very tight; the crank was unusually loose and later discovered during a test ride. The stem was so tight, it would not rotate. This had to be fixed before the handlebars were mounted. It was loosened, adjusted, and realigned. Then the handlebars were mounted. While adjusting the cable for the front brakes, the cable loop (which is simply spot welded) broke off. This was easily fixed with a cable tie. Front and rear axles needed to be loosened a bit to rotate freely. I also checked to make sure they were greased (luckily they were). The rear wheel was adjusted so tight, that the chain would most likely snap. I loosen the steel nut on the adjusting bolt (near the cassette) to give the chain a small amount of play. The rear axle pegs were then tightened, and the chain tension rechecked. The rear brake cable was adjusted so that it fed into the clamp from the outside. This allowed for proper clearance between the bare cable and the seat tube. During the test ride, the crank nut loosened to where I was able to spin it with my fingers. The chain wheel was also wobbling. I removed the crank nut completely to get access to the fasteners by the chain wheel. Once every nut on the crank was tightened back up, I rode the bike again. This bike rides fine, and is not too heavy (about 30 lbs.).  The brakes work fine, but the pads are terrible. If I plan to relive my ""Rad"" (the Hal Needham movie) days, I will have to swap the pads for some Kool Stops. I am giving this item four stars because it is essentially a China knock-off of the Mongoose Legion, but it does the job. The price (costs more than a Mongoose!?) is only inflated because of COVID.",4,NA
"42","Bicycle","Hiland 20 Inch Kids Mountain Bike for Boys","George C","Reviewed in the United States on July 1, 2024","5.0 out of 5 stars","This bike was poorly made. I purchased the first time and after putting together realized both wheels (not tires) were warped. This made it impossible to ride because 1) the bike would wobble and 2) the brakes would rub on half the wheel and then not touch when braking on the other half of the wheel.I returned the bike and requested a replacement. The replacement arrived within a week and the wheel problem was correct. I put the bike together and upon airing up the tires realized the back had a leak. I ordered an inner tube for it and replaced it. I pumped up the tire. Immediately the tire had a leak again. I compared the two leaking inner tubes and the leak was in the same place. I removed the tire from the wheel to inspect and discovered that several of the wheel spokes, which are attached to the inner side of the wheel (where the inner tube rests between the wheel and tire) were jagged and sharp, which was puncturing the tube when inflated.Extremely poor quality and unsafe for a child. You’re better off buying an $80 bike at Walmart.",4,NA
"43","Bicycle","Hiland 20 Inch Kids Mountain Bike for Boys","Matthew Carter","Reviewed in the United States on April 3, 2021","","I bought the orange one for my son. He’s 12, 5’7” and 210. He ADORES this bike.  He insisted I write a very positive review. He says it rides smooth and has been riding on it non stop which is crazy, cuz he loves to be on the internet.  He was in the hospital unexpectedly this week and and this arrived a day later.  It just uplifted his spirits so much.  Excellent bike.  THANK YOU!!!!!",1,NA
"44","Bicycle","Hiland 20 Inch Kids Mountain Bike for Boys","Amazon Customer","Reviewed in the United States on November 29, 2020","Bought in a damaged  box","",5,NA
"45","Bicycle","Hiland 20 Inch Kids Mountain Bike for Boys","Joey","Reviewed in Canada on October 23, 2024","4.0 out of 5 stars","The media could not be loaded.",3,NA
"46","Bicycle","Hiland 20 Inch Kids Mountain Bike for Boys","JF","Reviewed in Canada on October 17, 2024","","First and foremost, I should note that you need to know something about bike maintenance....well, actually....you need to know everything about bike maintenance if you're planning on buying this for your child and putting it together yourself. If you don't know how to maintain a bike, I suggest taking it to a bike store to getting it checked. Specifically (based on my experience putting two of these together now), at the very least you should look out for the following issues that I found on either both, or one or the other of the two bikes that I purchased for my kids:1. Brake cables not oiled (unexpected).2. Brake cables not properly adjusted (somewhat expected, but one was really, really off).3. Brake pad adjustments required after installing the front wheel (expected).4. Grease various parts (expected - handle bar joints, seat post. Unexpected - kickstand spring/mechanism).5. Check tightness of brake hand levers (expected, I guess).6. Fully deflate and reposition inner tube inside the tire (unexpected).7. Remove buckle from rear wheel!!! (Yikes - that was totally unexpected - see the video).8. Check every bolt on the bike to ensure reasonable tightness for the purpose (expected, I guess, and there was one loose bolt on the rear wheel, so please do check).9. Oil bike chain and inflate tires (totally expected).In essence, it seems that there is not a great deal of concern about the final stages of manufacturing of these bikes, i.e., the stage where they're basically putting all the parts together. Having said that, the bike design is quite good and suitable for normal bike riding (not for tricks, freestyle, racing, etc.). The manual that came with the bikes was not specific for this model, but was general for several of the models that they sell. It was well-written and generally easy to comprehend. The paintwork, tires, frame construction, and individual components (brake parts, pedals, kick stand, handlebar grips, seat cushion, paint on the rims) are all of good quality for the cost of the bike. I do have a concern about the quality of the rear wheel hub as I'm certain that they are running a little too noisy (suggesting a lack of grease or poor quality components - listen carefully to the lower-pitched, grinding sound in the video - that sound is coming from the wheel hub, not from something rubbing against the rim or tire). I suspect that they will last at least a couple of years so I'm not too concerned about that. It may be that they are meant to be noisy, although the noisy rear hub, combined with the buckle in one of the rear wheels (see video) just makes me wonder again about the final stage of manufacturing of these bikes. OK, overall, not a bad bike for the price, but be prepared to put in some effort to ensure a safe ride for your child or grandchild.Bike size advice: My kids are both nine years old and about 54"" and 52"" tall, and the bikes work well for both of them. I expect that they'll get about one to two years of use out of the bikes. So the 42"" - 56"" recommendation, and 5 - 9 year age group seems reasonable. However, I do think (but am not certain) that the average 5 year old would be a little too small to handle this bike size. For example, I feel that the handlebars would be sitting a little too high for a typical 5 year old, and I also feel that the brake levers would be a little too difficult for a 5 year old's hands to reach comfortably. Again, I stand corrected on this. Worst case scenario, if it is too small you can always store it for later use.  I think the perfect age for this bike would be a seven year old, average-size kid, and would end up getting about 3 years of good use out of it.",5,NA
"47","Bicycle","Hiland 20 Inch Kids Mountain Bike for Boys","Harry","Reviewed in Canada on March 5, 2021","Decent bike acquired during COVID.","Très très bon vélo, il est parfait et léger, bien conçu. C’est t’un bonne achat !",3,NA
"48","Bicycle","Hiland 20 Inch Kids Mountain Bike for Boys","Faye Herr","Reviewed in Canada on April 23, 2023","1.0 out of 5 stars","",5,NA
"49","Bicycle","Hiland 20 Inch Kids Mountain Bike for Boys","Megan","Reviewed in Canada on May 5, 2024","","we had to go out and buy parts to assemble the bike, please remburse us some of the payment to be far we didn't return the bike or we could",5,NA
"50","Bicycle","Hiland 20 Inch Kids Mountain Bike for Boys","TF/RL",NA,"Don’t waste your money and time.","A gift for our 7 yr old grandson. He is thrilled 😄 easy assembly. Sturdy  good quality",3,NA
"51","Bicycle","Hiland 20 Inch Kids Mountain Bike for Boys","TF/RL",NA,"5.0 out of 5 stars","Bought this for my daughter for her 9th birthday. She loves the colour, and it was very easy to assemble!",3,NA
