"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"20","GamingChair","GTRACING Gaming Chair with Footrest, Ergonomic Computer","Casey W.","Reviewed in the United States on October 20, 2024","Great chair for the price","The chair arrived packaged nicely with all the tools required for assembly. Instructions were easy to follow, and it took maybe 20 minutes to get fully assembled. The chair functioned perdectly after assembly, and I have to say this chair is certainly worth the money.On pure aesthetics, this chair is a 10! The lumbar support is perfect and easy to adjust (you just slide ot up/down to where you need it. The adjustabke height on the arm rests has a large range, and easily adjusta low enough to get under my desk. The heavy duty weight rating is perfect for a 250lb guy.The only problem i have is the comfort. For a young man or a light-weight person it will be fine, but the seat just isnt made for a heavy older man who sits behind a desk for 12 hours a day. My rear end gets sore after a couple of hours and i have to use a cushion on the seat for some relief.",3,NA
"21","GamingChair","GTRACING Gaming Chair with Footrest, Ergonomic Computer","Esther","Reviewed in the United States on October 24, 2024","","I have an older model of this GTracing chair, so when my son requested a gaming chair and purple theme, I just purchased a newer version of what I currently have.These chairs are pretty great for the price and the newer model seems to have a thinner back design.My son absolutely adores the chair, so I'm happy. I do wish the armrests were a bit more controlled and that the pullout foot lounger seems cheap and hard to move around.Overall a great chair that can last. I've had mine cor a few years now and it didn't show signs of aging until recently (after owning this chair for approx. 4 yrs).",5,NA
"22","GamingChair","GTRACING Gaming Chair with Footrest, Ergonomic Computer","Esther","Reviewed in the United States on October 28, 2024","","Chair is comfortable and seemingly pretty sturdy. The directions are VERY unclear on how to build the chair and I don’t like that the arm rests don’t lock into place and easily move if bumped. Otherwise it’s perfect and so far a good value. Hopefully it is well built and lasts long.",5,NA
"23","GamingChair","GTRACING Gaming Chair with Footrest, Ergonomic Computer","Magic’s lady",NA,"Super comfy chair",NA,4,NA
"24","GamingChair","GTRACING Gaming Chair with Footrest, Ergonomic Computer","Magic’s lady",NA,"",NA,4,NA
"25","GamingChair","Gaming Chair, Gaming Chairs for Adults with Footrest","Nirmal","Reviewed in the United States on November 19, 2024","","Got this for my wife on her birthday and couldn't be more pleased. Its adorable design, complete with bunny ears, adds a fun touch to the setup. The high back and wide, soft cushion provide good comfort, even during long sessions. The footrest is a fantastic addition for relaxation. The seat's height adjustment and incline can be adjusted per need.The listing has a setup video which can be watched along with the provided manual had made assembly a breeze.",5,NA
"26","GamingChair","Gaming Chair, Gaming Chairs for Adults with Footrest","Nirmal","Reviewed in the United States on November 21, 2024","","A friend of mine has an $800 gaming chair which is really cool and super comfortable. This chair looked similar and was only $150 so I decided to give it a try. Is it as good as that $800 gaming chair? No. Definitely not. But it's still a comfortable chair that I like more than the chair I was using.I like the material. It's soft and feels good on my bare skin. I had to put armrest covers on my other chair because the hard plastic would irritate my forearms. No need for those on this chair. The seat, back, arms, and headrest are all covered with this material, whatever it is, and padded with a dense foam underneath. The lumbar pad offers nice back support and the headrest is quite comforting. I also like that the main support post is higher off the ground than any of my other office chairs by a couple inches.The back reclines and locks in place at whichever angle you desire, which is really cool. Unfortunately, it reclines too easily for me. There isn't enough resistance. I think that's my one major gripe, but even that's not too bad. I locked it in at a certain angle and have been okay with that. Still, I wish they would have made the resistance adjustable like all my other office chairs.So I guess I should get into some of the downsides, all of which are pretty minor. The armrest height is not adjustable. For me, that's fine as they're already at the perfect height. It comes with a leg rest thing which I found to be uncomfortable. The edge of it hits my legs at just the wrong place. I've never used one of these before and not even sure why I would want to. The lumbar pillow just sits on the seat, it doesn't connect in any way. In my friend's $800 chair this and the headrest both connect via magnets. The headrest on this attaches via elastic band.For $150 this is a very nice chair. It's no $800 chair but it looks nice and is comfortable on the butt, back, arms, and head.",5,NA
"27","GamingChair","Gaming Chair, Gaming Chairs for Adults with Footrest","primehalo","Reviewed in the United States on November 27, 2024","perfect gift for any girl or woman who has desk job or loves gaming","Since my old chair was falling apart due to thin leather and no cushioning it was time to upgrade.This new chair looks super professional and is actually very comfortable. It has a soft suede like material instead of a cold leather with a nice stitched patternSetup was super quick and only took me 30 minutes since it was all just 3 big pieces that screw togetherEverything was packaged safely in bubble wrap and plastic sleeves, tools were included and the different screws were clearly labeled in the simple instruction sheetIt was a little difficult getting the back panel lined up doing it solo so best to have a 2nd person for that part to make it even easierOverall, this chair is a great addition to my startup gaming area",5,NA
"28","GamingChair","Gaming Chair, Gaming Chairs for Adults with Footrest","primehalo","Reviewed in the United States on November 10, 2024","","This gaming chair lives up to its promise of comfort and functionality. It combines a sturdy build with high-quality materials and extensive adjustability, making it one of the best choices for gamers or anyone who wants more comfort at their desk. If you’re looking for a gaming chair that will last and enhance your setup, this one is definitely worth considering.",5,NA
"29","GamingChair","Gaming Chair, Gaming Chairs for Adults with Footrest","Travis W","Reviewed in the United States on November 20, 2024","","Bought this for my hubby who's a gamer and our other chair broke. He had a raid coming up so we ordered this and he used it the entire time. Its sofy leather feeling, comfy cushions firm but not hard. The lumbar support is good and the head rest is super helpful! It was simple to put together and instructions made sense. It's sturdy and held my 6'0 275 lb hubby and he's using it daily for work and gaming! The color is a nice black gray color and easy to wipe spills off when my kiddo spilled juice it was easy to clean it up and didn't stain!",5,NA
"30","GamingChair","Gaming Chair, Gaming Chairs for Adults with Footrest","Travis W","Reviewed in the United States on November 10, 2024","Great chair if you're on a budget","Ordered this chair to replace an aging Branch ergonomic chair. The product was received well packaged protecting good quality components. It took me about 30 minutes to assemble using the simple 1 page directions and included hex/Phillips combi tool.The color is a little darker than shown on the product page - more of a bluish slate color that should go well with most decors (see photo). Initial impressions are that the seat is pretty firm, which differs from the product description (""super soft and wide cushion""). I'm hoping it will soften with more use. The seat bottom and back are wide, easily accommodating my 6'1"" 240LB frame.The upholstery is described as a fabric having excellent breathability. It feels like PU leather to me rather than a fabric. I'm hoping the material is breathable when we get back into the warmer Southern California weather. It IS soft and comfortable, and is also used for the seat pillow, lumbar cushion and footrest.Speaking of the footrest, not sure what the function is. It slides directly out of the seat bottom. which is no where near my feet. Perhaps gamers might use it depending on how they sit in the chair but the position would be beyond my old dad body.Summarizing, the chair is sturdy and made from good quality materials. It is easy to assemble and feels solid when completed. It is roomy, and has adjustments for seat height and seat back recline. The seat bottom is firm when received. Combined with the testing noted in the product description I should get years of service.",5,NA
"31","GamingChair","Gaming Chair, Gaming Chairs for Adults with Footrest","Teddy","Reviewed in the United States on November 20, 2024","","Overall, this Gaming Chair is an excellent choice for anyone looking for comfort and support during long gaming sessions. It offers great ergonomics, solid build quality, and a sleek, customizable design. Whether you’re gaming, working, or just relaxing, this chair is a solid investment in your comfort. Highly recommended!",5,NA
"32","GamingChair","Gaming Chair, Gaming Chairs for Adults with Footrest","Teddy","Reviewed in the United States on November 24, 2024","","Needed a replacement. This works great! It’s really comfortable and easy to adjust. The material is nice to touch. Using it for some time now and I love it",5,NA
"33","GamingChair","Gaming Chair, Gaming Chairs for Adults with Footrest","Leopardlover503",NA,"Soft n squishy",NA,5,NA
"34","GamingChair","Gaming Chair, Gaming Chairs for Adults with Footrest","Mark S",NA,"",NA,4,NA
"35","GamingChair","Gaming Chair, Gaming Chairs for Adults with Footrest","Mark S",NA,"",NA,4,NA
"36","GamingChair","Gaming Chair, Gaming Chairs for Adults with Footrest","Sefa fidan",NA,"Premium build quality and materials",NA,5,NA
"37","GamingChair","Gaming Chair, Gaming Chairs for Adults with Footrest","Nilotpal",NA,"",NA,5,NA
"38","GamingChair","GTRACING Gaming Chair with Footrest Speakers Video Game","Hyperion","Reviewed in the United States on April 1, 2022","","I purchased this to set up my new office. After combing through the vast selection of other chairs and all the reviews, I decided on this chair and I could not be happier.Before I launch into my assessment of the chair, I just want to say that you should absolutely buy it if you are thinking about purchasing this particular one. I have had many desk chairs of varying prices, sizes, features, etc. and this chair has thoroughly impressed me.Let's start with the assembly, which was so easy and straightforward. I saw some complaints about having a hard time with setting it up, but honestly, just use your brain and all will be ok. I am sure many could set this up without the instructions, which I did until I got to setting up the built-in speakers.I sit in this chair daily for hours and it is SO comfortable. Being able to adjust the back to several different angles is fantastic. The head and lumbar pillows are also great at giving some added support; they never feel like they're in the way. Reclining the chair to its furthest extent offers a very comfortable resting position, and, along with the added foot rest, it truly is a remarkably comfy ""recliner"" chair. The armrests are adjustable and offer some rotation so you can find the sweet spot for yourself.The built-in speakers are nifty too. **Disclaimer: You must buy the Bluetooth USB Receiver to utilize this feature.** I wasn't expecting much from them, but I do find myself switching to use them for certain entertainment purposes like listening to background music while I work or when I am playing specific games, in particular horror or racing games. The sound is way better than I anticipated, though they do lack bass. The relay unit lasts for hours (days usually for me) and charges quickly enough to never create frustration.Some other notes:-I saw a few complaints about the packaging and indentations created from remaining bundled up in the box. However, I did not experience this at all. All of the cushioned pieces came out of the box well packaged and without blemishes of any kind.-There was an odor initially when taking it out of the box. Ya know, that warehouse smell. After an hour or so, the smell had completely dissipated.-In regards to the Top Critical Review for this chair; That customer is absolutely insane and I cannot fathom what they were expecting for a chair in this price range. I used to have a fancy $980 chair provided from my employer, the largest social media entity. Comparatively, I am far happier with this chair. Yes, there are some plastic parts (dust covers, gas lift cover, armrests) but the expensive chair had the same plastic components. I feel less tension in my lower back after spending 6+ hours in this chair vs the expensive one where I would find myself getting up to walk around every so often to relieve the pain in my lower back. Oh, and they had mentioned missing parts due to the box being damaged (which has no bearing on the product itself); those particular items cannot be lost as they are attached to the chair and in a special pouch located on the back of the chair (see photo). They obviously didn't realize that.All-in-all, this is an excellent purchase for anyone who is looking at a new desk chair. The price is phenomenal for the quality and the amount of features. There is also a good amount of colors to choose from so you can better match your style and decor.",5,NA
"39","GamingChair","GTRACING Gaming Chair with Footrest Speakers Video Game","Hyperion","Reviewed in the United States on May 12, 2022","","I’ve watched a lot of YT videos of this chair but was hesitant to order online but for $160 how bad could it be?Similar style chairs in Office Max start around $300 but with bonded leather which is commonly known to peel and tear over time.This is PU leather which is not as breathable but sturdy like vinyl without cracking or peeling.First off, assembly is extremely straight forward with incredible step by step instructions.  Hats off to whoever put it together.The seat is surprisingly comfortable and sturdy, as the YT reviews suggested but much more comfortable than I would’ve expected.  I needed a more firm and supportive chair so don’t expect to sink in and be plushy.Every video BASHED the speaker quality comparing it to laptop equivalence. I had low expectations and thought it was more of a gimmick but these are actually louder and having more bass than what YT videos would have you think.  Don’t expect full Bose type quality but for the size of the speakers I would compare it to a smaller JBL flip. These speakers DO NOT distort at high volumes or deep bass (my music of choice is EDM)My only complaint is the foot rest, I wouldn’t pay the money for it.  I’m 5”10 with slightly longer legs than normal and the footrest is more of a calf rest.  My feet hang off and I wish it could come out a few more inches.  The foot rest is not that sturdy and has some give. It’s not well crafted and not really worth using by if you’re under 5’10 than this May suit you well.All in all, exceptional quality, easy to assemble and I would definitely look into this as a really good alternative to the Respawn 110",5,NA
"40","GamingChair","GTRACING Gaming Chair with Footrest Speakers Video Game","mike","Reviewed in the United States on June 29, 2024","Excellent Chair, Easy Assembly, Great Price","This chair is exactly what I was looking for!  The assembly was a breeze thanks to the awesome manual that came with it.  It is very comfortable, and I love that it has such a wide recline range! The lumbar and head pillows are adjustable and are very supportive. The footstool is pretty decent, could be a bit longer for taller folks but it does okay, plus I don't plan to use that part too often.  The quality of the speakers is pretty good for the price of the chair and work great for meetings, watching YouTube, or streaming your favorite music. Overall, this is a great product and I highly recommend.",5,NA
"41","GamingChair","GTRACING Gaming Chair with Footrest Speakers Video Game","Amazon Customer","Reviewed in Japan on November 17, 2024","","商品の組み立ては説明書通りに作業をしていけば、簡単に組み立てできます。時間の多い、少ないは人によって違うと思いますので参考にはならないと思いますが、自分は２時間程度かかりました。椅子に座った感じは個人個人違うと思いますが、自分にはちょっと硬めに感じました。実は配達になった商品ですが、左のスピーカーに不具合があり、うまく音が出ませんでした。販売元にメールで問い合わせを行ったところ、土曜日だったのですが、すぐに連絡があり、２～３試してもらいたいとのことでした。指示通り試したみたのですが、改善されませんでした。そうするとすぐに「背もたれ」のみ代替え品を送付するとの連絡があり、倉庫が土日休みで月曜日の発送になるとのことでしたが、そのとおり火曜日には代替え品が配達になりました。代替え品は特に問題なく使用できています。品質管理をしっかりといいたいところですが、その後の対応は迅速・丁寧で素晴らしいと感じました。星を４としたのは品質管理の問題で-１です。",5,NA
"42","GamingChair","GTRACING Gaming Chair with Footrest Speakers Video Game","Amazon Customer","Reviewed in Japan on November 1, 2024","","",5,NA
"43","GamingChair","GTRACING Gaming Chair with Footrest Speakers Video Game","Amazon カスタマー","Reviewed in Japan on September 24, 2024","Very impressed","自分でも楽に組み立てが可能でした！最高の触り心地です！",4,NA
"44","GamingChair","GTRACING Gaming Chair with Footrest Speakers Video Game","T","Reviewed in Japan on October 21, 2024","","",5,NA
"45","GamingChair","GTRACING Gaming Chair with Footrest Speakers Video Game","佐々木公一","Reviewed in Japan on September 30, 2024","","組み立てがもっとわかりやすかったら、もっとカンタンだったらが率直な感想据わり心地なんかは確かに…ストリーマーが使ってるだけあります。",4,NA
"46","GamingChair","GTRACING Gaming Chair with Footrest Speakers Video Game","なゆ",NA,"GREAT CHAIR FOR A GREAT PRICE!","",5,NA
"47","GamingChair","GTRACING Gaming Chair with Footrest Speakers Video Game","Tach",NA,"サポートがしっかりしています。","ありがとうございました",5,NA
"48","GamingChair","OneGame Gaming Chair","SL","Reviewed in the United States on September 15, 2024","","I recently purchased this gaming chair for my 17-year-old son, who is 6 feet tall and has poor posture. We were looking for a chair that not only looked stylish but also provided the necessary support and comfort for long gaming sessions. This chair has exceeded our expectations in several ways:Stylish Design: The chair’s sleek and modern design fits perfectly in any gaming setup.Sturdy Build: The chair feels  sturdy and well-constructed. Adjustable Height: It allows my son to find the perfect seating position, which is crucial for his comfort and posture.Ergonomic Support: The ergonomic design of the chair is fantastic. My son feels much more comfortable sitting for extended periods.Overall, this gaming chair has been a great investment!",5,NA
"49","GamingChair","OneGame Gaming Chair","SL","Reviewed in the United States on September 16, 2024","","This gaming chair features a sleek black and red design that emphasizes its gaming aesthetic. The chair provides excellent comfort with adjustable head and lumbar support, making it ideal for long gaming sessions. Its sturdy build ensures stability, with thick padding and wide armrests for added support. Easy to assemble, it combines comfort, durability, and style for a seamless gaming experience.",5,NA
"50","GamingChair","OneGame Gaming Chair","hyson","Reviewed in the United States on August 27, 2024","Stylish and Ergonomic Gaming Chair","I have arthritis in my lower back and this chair is so comfy for me 😁. Easy to assemble. The size is roomy and it's very sturdy. No issues thank God!The price point is good as well compared to other ones out there. Back support is the best.",5,NA
"51","GamingChair","OneGame Gaming Chair","hyson","Reviewed in the United States on August 19, 2024","","It is a really nice and comfortable chair. I gave 4 stars because it was rather tricky putting together, especially the back of the chair to the seat installment. It was worth the time it took overall as our son loves it. The back cushion support and headrest are a plus.  Reclines really far back which is also nice. If you have the time, the chair is worth it.",5,NA
"52","GamingChair","OneGame Gaming Chair","Mills","Reviewed in the United States on October 3, 2024","","This gaming chair combines comfort and style with its striking black and pink design. The ergonomic headrest and lumbar support cushions provide excellent comfort during long sessions, while the sturdy build ensures durability. The adjustable armrests and sleek design make it a great choice for both gaming and working.",5,NA
"53","GamingChair","OneGame Gaming Chair","Mills","Reviewed in the United States on March 23, 2024","This is the best gaming chair","I've been remiss in leaving reviews for all the many things I've purchased from Amazon but this one has frustrated/displeased me enough to break that trend. I'm 220 lbs and 6'0"". I'm 66 yrs. old and have sat in hundreds of chairs like this one over the years. I've assembled them, used them for ages, and thrown them away after I've worn them out. If you're a short person you'll not have an issue with this chair. By short I mean no more than 5' probably. I set this chair to be at it's highest height as that's what is most comfortable for me. Unfortunately, as the day goes by it slowly sinks to the bottom height and I find my knees eventually crushing my chest. Now that's a slight exaggeration but you get the point.Yes, I know how to ""lock"" the mechanism. Every day, I use the handle to again lift the chair to its max height for the day's use, and then slowly but surely as time drags on it sinks to the bottom and becomes extremely uncomfortable and, essentially, unusable.I'd return it but the excessive difficulty putting it together, even with two people, makes the thought of disassembling it horrendous. And then to load it into a vehicle and actually wait in line somewhere to drop it off for return makes the process impossible.When it's at its best and standing tall this chair is extremely good, but give it an hour or so and it begins to become what, to me, is a very vociferous ""DO NOT BUY"" recommendation.One other minor irritation but a consistent one nonetheless are the arms. There is a rather large gap between the back of the arm and the back of the chair. If you wear shortsleeve shirts, and that's mandatory for me here in Florida, when you go to stand up your sleeve has a frequent tendency to get caught on the end of the arm causing some humorous gesticulations. A design flaw for me personally but probably won't be much of an issue for others.",5,NA
"54","GamingChair","OneGame Gaming Chair","Amazon Customer","Reviewed in the United States on October 12, 2024","","The chair is easy to assemble, it rolls pretty smoothly. The pillows make the chair much more comfortable. The chair is more slim looking than my 400 dollar gaming chair, but for this price, it is great looking and functional.",4,NA
"55","GamingChair","OneGame Gaming Chair","Qiyong Zhang","Reviewed in the United States on September 30, 2024","","The chair is very comfortable. It is very easy to assemble. It also looks good. I like the function that it can lower the back all the way down and I can lay on it. I would recommend others to buy it.",5,NA
